Date,Day-ahead Total Load Forecast [MW] - BZN|HR,Actual Total Load [MW] - BZN|HR
2024-05-12,153645.0,151067.0
2024-05-13,176680.0,171151.0
2024-05-14,179704.0,179060.0
2024-05-15,182928.0,177843.0
2024-05-16,178692.0,182084.0
2024-05-17,178856.0,175562.0
2024-05-18,154652.0,165263.0
2024-05-19,146824.0,152111.0
2024-05-20,168694.0,175176.0
2024-05-21,184393.0,187422.0
2024-05-22,176408.0,177943.0
2024-05-23,172476.0,178424.0
2024-05-24,176176.0,176099.0
2024-05-25,165144.0,164671.0
2024-05-26,154872.0,156001.0
2024-05-27,172332.0,170694.0
2024-05-28,178820.0,178691.0
2024-05-29,184720.0,176122.0
2024-05-30,157496.0,155580.0
2024-05-31,177520.0,177413.0
2024-06-01,160148.0,162445.0
2024-06-02,154832.0,154263.0
2024-06-03,182352.0,180020.0
2024-06-04,174408.0,181236.0
2024-06-05,180380.0,180099.0
2024-06-06,174528.0,182851.0
2024-06-07,184268.0,188898.0
2024-06-08,178862.0,179761.0
2024-06-09,174572.0,170464.0
2024-06-10,195596.0,194419.0
2024-06-11,197208.0,195010.0
2024-06-12,186812.0,193124.0
2024-06-13,188884.0,190050.0
2024-06-14,178164.0,181596.0
2024-06-15,167561.0,174815.0
2024-06-16,164152.0,163424.0
2024-06-17,186318.0,188256.0
2024-06-18,201422.0,198574.0
2024-06-19,211288.0,207755.0
2024-06-20,220832.0,219472.0
2024-06-21,220026.0,228798.0
2024-06-22,209116.0,202109.0
2024-06-23,186700.0,187158.0
2024-06-24,207568.0,207832.0
2024-06-25,203877.0,208455.0
2024-06-26,212320.0,207010.0
2024-06-27,201180.0,205878.0
2024-06-28,208486.0,213152.0
2024-06-29,210396.0,210940.0
2024-06-30,201488.0,205619.0
2024-07-01,221982.0,225296.0
2024-07-02,212771.0,206702.0
2024-07-03,204824.0,199792.0
2024-07-04,200990.0,200364.0
2024-07-05,203806.0,203297.0
2024-07-06,193875.0,196696.0
2024-07-07,189892.0,192191.0
2024-07-08,219296.0,226846.0
2024-07-09,239260.0,249378.0
2024-07-10,252768.0,261136.0
2024-07-11,270610.0,266377.0
2024-07-12,269751.0,266600.0
2024-07-13,255913.0,249228.0
2024-07-14,236216.0,233778.0
2024-07-15,257720.0,259546.0
2024-07-16,266102.0,267977.0
2024-07-17,268408.0,271433.0
2024-07-18,271369.0,268239.0
2024-07-19,263845.0,272037.0
2024-07-20,237294.0,230420.0
2024-07-21,216980.0,205491.0
2024-07-22,237341.0,235482.0
2024-07-23,245125.0,242262.0
2024-07-24,243915.0,243473.0
2024-07-25,234813.0,226830.0
2024-07-26,228018.0,221987.0
2024-07-27,219003.0,213471.0
2024-07-28,212689.0,212913.0
2024-07-29,231501.0,229822.0
2024-07-30,227729.0,224117.0
2024-07-31,227149.0,222404.0
2024-08-01,230112.0,225837.0
2024-08-02,227968.0,226351.0
2024-08-03,211319.0,206848.0
2024-08-04,191477.0,192150.0
2024-08-05,194204.0,189176.0
2024-08-06,204949.0,209121.0
2024-08-07,211376.0,219408.0
2024-08-08,215826.0,221718.0
2024-08-09,224850.0,222472.0
2024-08-10,212678.0,222062.0
2024-08-11,211800.0,220429.0
2024-08-12,245184.0,245485.0
2024-08-13,245970.0,253101.0
2024-08-14,255302.0,252272.0
2024-08-15,226619.0,229068.0
2024-08-16,248273.0,250963.0
2024-08-17,239692.0,245280.0
2024-08-18,230058.0,224864.0
2024-08-19,231095.0,223048.0
2024-08-20,225276.0,222371.0
2024-08-21,222112.0,226190.0
2024-08-22,216876.0,223086.0
2024-08-23,216358.0,227576.0
2024-08-24,219519.0,221436.0
2024-08-25,212222.0,215370.0
2024-08-26,229964.0,239725.0
2024-08-27,241829.0,236690.0
2024-08-28,230622.0,241070.0
2024-08-29,235864.0,242955.0
2024-08-30,244505.0,242192.0
2024-08-31,232019.0,223998.0
2024-09-01,213466.0,210506.0
2024-09-02,229507.0,233508.0
2024-09-03,234604.0,234588.0
2024-09-04,232515.0,230296.0
2024-09-05,227285.0,224784.0
2024-09-06,217524.0,211399.0
2024-09-07,190902.0,197963.0
2024-09-08,186096.0,188337.0
2024-09-09,205859.0,209112.0
2024-09-10,201468.0,193443.0
2024-09-11,191666.0,191455.0
2024-09-12,199350.0,199966.0
2024-09-13,213271.0,196019.0
2024-09-14,182410.0,184162.0
2024-09-15,168445.0,177489.0
2024-09-16,192421.0,196716.0
2024-09-17,196665.0,198833.0
2024-09-18,192582.0,192198.0
2024-09-19,195165.0,194285.0
2024-09-20,189892.0,187570.0
2024-09-21,172283.0,172068.0
2024-09-22,157912.0,157485.0
2024-09-23,179335.0,178011.0
2024-09-24,187895.0,187794.0
2024-09-25,189947.0,188372.0
2024-09-26,188847.0,188671.0
2024-09-27,184826.0,189938.0
2024-09-28,181015.0,183438.0
2024-09-29,161006.0,159066.0
2024-09-30,181608.0,177860.0
2024-10-01,188024.0,181130.0
2024-10-02,189674.0,194728.0
2024-10-03,197678.0,202659.0
2024-10-04,190825.0,196439.0
2024-10-05,180534.0,178236.0
2024-10-06,163296.0,162464.0
2024-10-07,179121.0,180740.0
2024-10-08,179593.0,183406.0
2024-10-09,186688.0,182121.0
2024-10-10,144019.0,183681.0
2024-10-11,184309.0,180959.0
2024-10-12,167926.0,165244.0
2024-10-13,155202.0,160852.0
2024-10-14,179312.0,180508.0
2024-10-15,180284.0,181265.0
2024-10-16,186453.0,187150.0
2024-10-17,193115.0,193446.0
2024-10-18,187164.0,191756.0
2024-10-19,175074.0,172459.0
2024-10-20,170446.0,159410.0
2024-10-21,178170.0,182766.0
2024-10-22,186835.0,184742.0
2024-10-23,189591.0,188643.0
2024-10-24,194942.0,192213.0
2024-10-25,188414.0,189254.0
2024-10-26,171888.0,173085.0
2024-10-27,161392.0,166504.0
2024-10-28,181294.0,182999.0
2024-10-29,183048.0,184863.0
2024-10-30,185250.0,186254.0
2024-10-31,188087.0,185836.0
2024-11-01,160155.0,158992.0
2024-11-02,167490.0,164742.0
2024-11-03,163495.0,160689.0
2024-11-04,183841.0,186992.0
2024-11-05,192356.0,193925.0
2024-11-06,195691.0,197846.0
2024-11-07,201761.0,202702.0
2024-11-08,204171.0,204954.0
2024-11-09,190392.0,192119.0
2024-11-10,179148.0,179955.0
2024-11-11,210142.0,208173.0
2024-11-12,212079.0,215664.0
2024-11-13,220491.0,218618.0
2024-11-14,221850.0,225803.0
2024-11-15,220584.0,220515.0
2024-11-16,201422.0,198067.0
2024-11-17,185230.0,191096.0
2024-11-18,194617.0,190607.0
2024-11-19,215445.0,215284.0
2024-11-20,224283.0,223337.0
2024-11-21,221667.0,222636.0
2024-11-22,228979.0,234289.0
2024-11-23,212173.0,215659.0
2024-11-24,193673.0,199053.0
2024-11-25,216138.0,215312.0
2024-11-26,218980.0,216167.0
2024-11-27,221863.0,218088.0
2024-11-28,214064.0,216502.0
2024-11-29,212903.0,215722.0
2024-11-30,208457.0,203892.0
2024-12-01,194515.0,192317.0
2024-12-02,217119.0,214820.0
2024-12-03,230286.0,228337.0
2024-12-04,233014.0,228506.0
2024-12-05,238706.0,230093.0
2024-12-06,234004.0,233409.0
2024-12-07,217183.0,211622.0
2024-12-08,210784.0,207172.0
2024-12-09,235183.0,234696.0
2024-12-10,248002.0,235949.0
2024-12-11,235697.0,235260.0
2024-12-12,233214.0,232636.0
2024-12-13,232557.0,236436.0
2024-12-14,223471.0,221351.0
2024-12-15,202493.0,206752.0
2024-12-16,228773.0,229881.0
2024-12-17,230000.0,228006.0
2024-12-18,231935.0,228383.0
2024-12-19,235183.0,227486.0
2024-12-20,235290.0,228376.0
2024-12-21,211885.0,212649.0
2024-12-22,209335.0,212360.0
2024-12-23,237924.0,235199.0
2024-12-24,231495.0,223481.0
2024-12-25,189842.0,191612.0
2024-12-26,186636.0,189441.0
2024-12-27,205121.0,207008.0
2024-12-28,199319.0,204227.0
2024-12-29,195288.0,194964.0
2024-12-30,203255.0,211675.0
2024-12-31,213675.0,217635.0
